record_type,run,pond_position,caught_order,species,rarity,length_cm,girth_cm,weight_kg,price,pond_total_value,caught_total_value,rarity_1_count,rarity_2_count,rarity_3_count,rarity_4_count,pond_value_min,pond_value_average,pond_value_max,seed
"fish","120","49","","Atlantic Cod","2","92","57.96","11.0379024","14.79","","","","","","","","","",""
"fish","120","50","","Atlantic Herring","1","34","18.7","0.4403503704","3.12","","","","","","","","","",""
"pond_summary","120","","","","","","","","","328.59","76.98","33","12","5","0","","","",""
"fish","121","1","1","Pacific Sardine","1","24","14.88","0.2530450286","2.93","","","","","","","","","",""
"fish","121","2","2","Atlantic Cod","2","79","49.77","6.988827825","10.74","","","","","","","","","",""
"fish","121","3","3","Bluefish","3","35","22.4","0.6272","9.75","","","","","","","","","",""
"fish","121","4","4","Atlantic Cod","2","47","29.61","1.471691025","5.22","","","","","","","","","",""
"fish","121","5","5","Common Carp","1","52","39","3.16368","5.71","","","","","","","","","",""
"fish","121","6","","Atlantic Cod","2","79","49.77","6.988827825","10.74","","","","","","","","","",""
"fish","121","7","","Atlantic Cod","2","52","32.76","1.9931184","5.74","","","","","","","","","",""
"fish","121","8","","Tuna","3","71","51.12","6.626466514","15.75","","","","","","","","","",""
"fish","121","9","","Atlantic Cod","2","50","31.5","1.771875","5.52","","","","","","","","","",""
"fish","121","10","","Atlantic Cod","2","59","37.17","2.911247325","6.66","","","","","","","","","",""
"fish","121","11","","Common Carp","1","40","30","1.44","3.99","","","","","","","","","",""
"fish","121","12","","Bluefish","3","83","53.12","8.364426971","17.49","","","","","","","","","",""
"fish","121","13","","Common Carp","1","35","26.25","0.9646875","3.51","","","","","","","","","",""
"fish","121","14","","Bluefish","3","36","23.04","0.6825106286","9.81","","","","","","","","","",""
"fish","121","15","","Pacific Sardine","1","25","15.5","0.2860119048","2.96","","","","","","","","","",""
"fish","121","16","","Atlantic Herring","1","29","15.95","0.2732471296","2.95","","","","","","","","","",""
"fish","121","17","","Atlantic Cod","2","47","29.61","1.471691025","5.22","","","","","","","","","",""
"fish","121","18","","Atlantic Herring","1","25","13.75","0.1750578704","2.85","","","","","","","","","",""
"fish","121","19","","Common Carp","1","54","40.5","3.54294","6.09","","","","","","","","","",""
"fish","121","20","","Common Carp","1","34","25.5","0.88434","3.43","","","","","","","","","",""
"fish","121","21","","Atlantic Herring","1","25","13.75","0.1750578704","2.85","","","","","","","","","",""
"fish","121","22","","Pacific Sardine","1","22","13.64","0.1949091048","2.87","","","","","","","","","",""
"fish","121","23","","Pacific Sardine","1","21","13.02","0.1695204","2.84","","","","","","","","","",""
"fish","121","24","","Atlantic Cod","2","93","58.59","11.40176048","15.15","","","","","","","","","",""
"fish","121","25","","Atlantic Cod","2","54","34.02","2.2320522","5.98","","","","","","","","","",""
"fish","121","26","","Atlantic Herring","1","31","17.05","0.333769537","3.01","","","","","","","","","",""
"fish","121","27","","Atlantic Herring","1","35","19.25","0.4803587963","3.16","","","","","","","","","",""
"fish","121","28","","Common Carp","1","29","21.75","0.5487525","3.10","","","","","","","","","",""
"fish","121","29","","Atlantic Cod","2","89","56.07","9.992935575","13.74","","","","","","","","","",""
"fish","121","30","","Pacific Sardine","1","20","12.4","0.1464380952","2.82","","","","","","","","","",""
"fish","121","31","","Pacific Sardine","1","22","13.64","0.1949091048","2.87","","","","","","","","","",""
"fish","121","32","","Atlantic Cod","2","82","51.66","7.8156414","11.57","","","","","","","","","",""
"fish","121","33","","Pacific Sardine","1","24","14.88","0.2530450286","2.93","","","","","","","","","",""
"fish","121","34","","Atlantic Cod","2","53","33.39","2.110331475","5.86","","","","","","","","","",""
"fish","121","35","","Pacific Sardine","1","18","11.16","0.1067533714","2.78","","","","","","","","","",""
"fish","121","36","","Atlantic Cod","2","78","49.14","6.7267746","10.48","","","","","","","","","",""
"fish","121","37","","Common Carp","1","28","21","0.49392","3.04","","","","","","","","","",""
"fish","121","38","","Atlantic Cod","2","69","43.47","4.656615075","8.41","","","","","","","","","",""
"fish","121","39","","Atlantic Cod","2","93","58.59","11.40176048","15.15","","","","","","","","","",""
"fish","121","40","","Pacific Sardine","1","21","13.02","0.1695204","2.84","","","","","","","","","",""
"fish","121","41","","Common Carp","1","46","34.5","2.19006","4.74","","","","","","","","","",""
"fish","121","42","","Pacific Sardine","1","18","11.16","0.1067533714","2.78","","","","","","","","","",""
"fish","121","43","","Atlantic Cod","2","67","42.21","4.263315525","8.01","","","","","","","","","",""
"fish","121","44","","Pacific Sardine","1","19","11.78","0.1255523619","2.80","","","","","","","","","",""
"fish","121","45","","Common Carp","1","33","24.75","0.8085825","3.36","","","","","","","","","",""
"fish","121","46","","Pacific Sardine","1","18","11.16","0.1067533714","2.78","","","","","","","","","",""
"fish","121","47","","Atlantic Cod","2","46","28.98","1.3797378","5.13","","","","","","","","","",""
"fish","121","48","","Pacific Sardine","1","25","15.5","0.2860119048","2.96","","","","","","","","","",""
"fish","121","49","","Common Carp","1","27","20.25","0.4428675","2.99","","","","","","","","","",""
"fish","121","50","","Common Carp","1","27","20.25","0.4428675","2.99","","","","","","","","","",""
"pond_summary","121","","","","","","","","","297.05","34.35","29","17","4","0","","","",""
"fish","122","1","1","Atlantic Herring","1","31","17.05","0.333769537","3.01","","","","","","","","","",""
"fish","122","2","2","Atlantic Cod","2","92","57.96","11.0379024","14.79","","","","","","","","","",""
"fish","122","3","3","Pacific Sardine","1","23","14.26","0.2227140381","2.90","","","","","","","","","",""
"fish","122","4","4","Atlantic Herring","1","28","15.4","0.2459437037","2.92","","","","","","","","","",""
"fish","122","5","5","Common Carp","1","52","39","3.16368","5.71","","","","","","","","","",""
"fish","122","6","","Pacific Sardine","1","19","11.78","0.1255523619","2.80","","","","","","","","","",""
"fish","122","7","","Common Carp","1","36","27","1.04976","3.60","","","","","","","","","",""
"fish","122","8","","Atlantic Herring","1","28","15.4","0.2459437037","2.92","","","","","","","","","",""
"fish","122","9","","Atlantic Cod","2","98","61.74","13.3413966","17.09","","","","","","","","","",""
"fish","122","10","","Atlantic Cod","2","81","51.03","7.533176175","11.28","","","","","","","","","",""
"fish","122","11","","Atlantic Herring","1","33","18.15","0.4026275","3.08","","","","","","","","","",""
"fish","122","12","","Common Carp","1","42","31.5","1.66698","4.22","","","","","","","","","",""
"fish","122","13","","Atlantic Cod","2","90","56.7","10.333575","14.08","","","","","","","","","",""
"fish","122","14","","Atlantic Herring","1","29","15.95","0.2732471296","2.95","","","","","","","","","",""
"fish","122","15","","Common Carp","1","36","27","1.04976","3.60","","","","","","","","","",""
"fish","122","16","","Pacific Sardine","1","25","15.5","0.2860119048","2.96","","","","","","","","","",""
"fish","122","17","","Atlantic Herring","1","35","19.25","0.4803587963","3.16","","","","","","","","","",""
"fish","122","18","","Atlantic Herring","1","27","14.85","0.2205225","2.90","","","","","","","","","",""
"fish","122","19","","Atlantic Herring","1","34","18.7","0.4403503704","3.12","","","","","","","","","",""
"fish","122","20","","Pacific Sardine","1","19","11.78","0.1255523619","2.80","","","","","","","","","",""
"fish","122","21","","Common Carp","1","44","33","1.91664","4.47","","","","","","","","","",""
"fish","122","22","","Atlantic Herring","1","28","15.4","0.2459437037","2.92","","","","","","","","","",""
"fish","122","23","","Pacific Sardine","1","22","13.64","0.1949091048","2.87","","","","","","","","","",""
"fish","122","24","","Atlantic Herring","1","30","16.5","0.3025","2.98","","","","","","","","","",""
"fish","122","25","","Atlantic Herring","1","30","16.5","0.3025","2.98","","","","","","","","","",""
"fish","122","26","","Common Carp","1","41","30.75","1.5507225","4.10","","","","","","","","","",""
"fish","122","27","","Atlantic Herring","1","27","14.85","0.2205225","2.90","","","","","","","","","",""
"fish","122","28","","Atlantic Cod","2","87","54.81","9.334280025","13.08","","","","","","","","","",""
"fish","122","29","","Pacific Sardine","1","22","13.64","0.1949091048","2.87","","","","","","","","","",""
"fish","122","30","","Common Carp","1","32","24","0.73728","3.29","","","","","","","","","",""
"fish","122","31","","Common Carp","1","32","24","0.73728","3.29","","","","","","","","","",""
"fish","122","32","","Common Carp","1","35","26.25","0.9646875","3.51","","","","","","","","","",""
"fish","122","33","","Atlantic Cod","2","39","24.57","0.840846825","4.59","","","","","","","","","",""
"fish","122","34","","Atlantic Cod","2","62","39.06","3.3782994","7.13","","","","","","","","","",""
"fish","122","35","","Atlantic Cod","2","87","54.81","9.334280025","13.08","","","","","","","","","",""
"fish","122","36","","Pacific Sardine","1","19","11.78","0.1255523619","2.80","","","","","","","","","",""
"fish","122","37","","Pacific Sardine","1","19","11.78","0.1255523619","2.80","","","","","","","","","",""
"fish","122","38","","Bluefish","3","38","24.32","0.8026989714","9.93","","","","","","","","","",""
"fish","122","39","","Atlantic Cod","2","37","23.31","0.718006275","4.47","","","","","","","","","",""
"fish","122","40","","Common Carp","1","35","26.25","0.9646875","3.51","","","","","","","","","",""
"fish","122","41","","Common Carp","1","32","24","0.73728","3.29","","","","","","","","","",""
"fish","122","42","","Pacific Sardine","1","23","14.26","0.2227140381","2.90","","","","","","","","","",""
"fish","122","43","","Common Carp","1","36","27","1.04976","3.60","","","","","","","","","",""
"fish","122","44","","Atlantic Cod","2","50","31.5","1.771875","5.52","","","","","","","","","",""
"fish","122","45","","Pacific Sardine","1","20","12.4","0.1464380952","2.82","","","","","","","","","",""
"fish","122","46","","Atlantic Cod","2","44","27.72","1.2074832","4.96","","","","","","","","","",""
"fish","122","47","","Atlantic Cod","2","81","51.03","7.533176175","11.28","","","","","","","","","",""
"fish","122","48","","Common Carp","1","55","41.25","3.7434375","6.29","","","","","","","","","",""
"fish","122","49","","Pacific Sardine","1","22","13.64","0.1949091048","2.87","","","","","","","","","",""
"fish","122","50","","Atlantic Cod","2","90","56.7","10.333575","14.08","","","","","","","","","",""
"pond_summary","122","","","","","","","","","265.07","29.33","36","13","1","0","","","",""
"fish","123","1","1","Atlantic Cod","2","86","54.18","9.0160938","12.77","","","","","","","","","",""
"fish","123","2","2","Common Carp","1","34","25.5","0.88434","3.43","","","","","","","","","",""
"fish","123","3","3","Pacific Sardine","1","20","12.4","0.1464380952","2.82","","","","","","","","","",""
"fish","123","4","4","Atlantic Herring","1","35","19.25","0.4803587963","3.16","","","","","","","","","",""
"fish","123","5","5","Atlantic Herring","1","29","15.95","0.2732471296","2.95","","","","","","","","","",""
"fish","123","6","","Common Carp","1","39","29.25","1.3346775","3.88","","","","","","","","","",""
"fish","123","7","","Atlantic Cod","2","76","47.88","6.2224848","9.97","","","","","","","","","",""
"fish","123","8","","Common Carp","1","31","23.25","0.6702975","3.22","","","","","","","","","",""
"fish","123","9","","Atlantic Cod","2","51","32.13","1.880327925","5.63","","","","","","","","","",""
"fish","123","10","","Pacific Sardine","1","21","13.02","0.1695204","2.84","","","","","","","","","",""
"fish","123","11","","Pacific Sardine","1","23","14.26","0.2227140381","2.90","","","","","","","","","",""
"fish","123","12","","Atlantic Herring","1","26","14.3","0.1969162963","2.87","","","","","","","","","",""
"fish","123","13","","Atlantic Herring","1","33","18.15","0.4026275","3.08","","","","","","","","","",""
"fish","123","14","","Common Carp","1","39","29.25","1.3346775","3.88","","","","","","","","","",""
"fish","123","15","","Atlantic Herring","1","31","17.05","0.333769537","3.01","","","","","","","","","",""
"fish","123","16","","Atlantic Cod","2","69","43.47","4.656615075","8.41","","","","","","","","","",""
"fish","123","17","","Atlantic Cod","2","69","43.47","4.656615075","8.41","","","","","","","","","",""
"fish","123","18","","Atlantic Cod","2","86","54.18","9.0160938","12.77","","","","","","","","","",""
"fish","123","19","","Atlantic Cod","2","55","34.65","2.358365625","6.11","","","","","","","","","",""
"fish","123","20","","Pacific Sardine","1","25","15.5","0.2860119048","2.96","","","","","","","","","",""
"fish","123","21","","Common Carp","1","52","39","3.16368","5.71","","","","","","","","","",""
"fish","123","22","","Atlantic Cod","2","65","40.95","3.892809375","7.64","","","","","","","","","",""
"fish","123","23","","Atlantic Cod","2","91","57.33","10.68186892","14.43","","","","","","","","","",""
"fish","123","24","","Atlantic Cod","2","78","49.14","6.7267746","10.48","","","","","","","","","",""
"fish","123","25","","Lanternfish","4","8","4","0.005333333333","26.51","","","","","","","","","",""
"fish","123","26","","Atlantic Herring","1","32","17.6","0.367122963","3.04","","","","","","","","","",""
"fish","123","27","","Pacific Sardine","1","22","13.64","0.1949091048","2.87","","","","","","","","","",""
"fish","123","28","","Pacific Sardine","1","18","11.16","0.1067533714","2.78","","","","","","","","","",""
"fish","123","29","","Atlantic Cod","2","79","49.77","6.988827825","10.74","","","","","","","","","",""
"fish","123","30","","Common Carp","1","48","36","2.48832","5.04","","","","","","","","","",""
"fish","123","31","","Pacific Sardine","1","25","15.5","0.2860119048","2.96","","","","","","","","","",""
"fish","123","32","","Atlantic Cod","2","95","59.85","12.15329063","15.90","","","","","","","","","",""
"fish","123","33","","Atlantic Herring","1","32","17.6","0.367122963","3.04","","","","","","","","","",""
"fish","123","34","","Pacific Sardine","1","21","13.02","0.1695204","2.84","","","","","","","","","",""
"fish","123","35","","Pacific Sardine","1","23","14.26","0.2227140381","2.90","","","","","","","","","",""
"fish","123","36","","Atlantic Cod","2","48","30.24","1.5676416","5.32","","","","","","","","","",""
"fish","123","37","","Atlantic Herring","1","35","19.25","0.4803587963","3.16","","","","","","","","","",""
"fish","123","38","","Atlantic Cod","2","46","28.98","1.3797378","5.13","","","","","","","","","",""
"fish","123","39","","Common Carp","1","31","23.25","0.6702975","3.22","","","","","","","","","",""
"fish","123","40","","Atlantic Herring","1","31","17.05","0.333769537","3.01","","","","","","","","","",""
"fish","123","41","","Common Carp","1","41","30.75","1.5507225","4.10","","","","","","","","","",""
"fish","123","42","","Atlantic Cod","2","46","28.98","1.3797378","5.13","","","","","","","","","",""
"fish","123","43","","Tuna","3","70","50.4","6.3504","15.48","","","","","","","","","",""
"fish","123","44","","Atlantic Cod","2","43","27.09","1.127011725","4.88","","","","","","","","","",""
"fish","123","45","","Common Carp","1","53","39.75","3.3497325","5.90","","","","","","","","","",""
"fish","123","46","","Atlantic Herring","1","29","15.95","0.2732471296","2.95","","","","","","","","","",""
"fish","123","47","","Pacific Sardine","1","21","13.02","0.1695204","2.84","","","","","","","","","",""
"fish","123","48","","Atlantic Herring","1","30","16.5","0.3025","2.98","","","","","","","","","",""
"fish","123","49","","Pacific Sardine","1","19","11.78","0.1255523619","2.80","","","","","","","","","",""
"fish","123","50","","Common Carp","1","54","40.5","3.54294","6.09","","","","","","","","","",""
"pond_summary","123","","","","","","","","","294.94","25.13","32","16","1","1","","","",""
"fish","124","1","1","Pacific Sardine","1","18","11.16","0.1067533714","2.78","","","","","","","","","",""
"fish","124","2","2","Tuna","3","50","36","2.314285714","11.44","","","","","","","","","",""
"fish","124","3","3","Atlantic Cod","2","89","56.07","9.992935575","13.74","","","","","","","","","",""
"fish","124","4","4","Atlantic Herring","1","25","13.75","0.1750578704","2.85","","","","","","","","","",""
"fish","124","5","5","Atlantic Cod","2","68","42.84","4.4570736","8.21","","","","","","","","","",""
"fish","124","6","","Pacific Sardine","1","21","13.02","0.1695204","2.84","","","","","","","","","",""
"fish","124","7","","Common Carp","1","31","23.25","0.6702975","3.22","","","","","","","","","",""
"fish","124","8","","Pacific Sardine","1","20","12.4","0.1464380952","2.82","","","","","","","","","",""
"fish","124","9","","Common Carp","1","50","37.5","2.8125","5.36","","","","","","","","","",""
"fish","124","10","","Atlantic Cod","2","65","40.95","3.892809375","7.64","","","","","","","","","",""
"fish","124","11","","Common Carp","1","53","39.75","3.3497325","5.90","","","","","","","","","",""
"fish","124","12","","Atlantic Cod","2","84","52.92","8.4015792","12.15","","","","","","","","","",""
"fish","124","13","","Atlantic Herring","1","31","17.05","0.333769537","3.01","","","","","","","","","",""
"fish","124","14","","Common Carp","1","34","25.5","0.88434","3.43","","","","","","","","","",""
"fish","124","15","","Atlantic Cod","2","65","40.95","3.892809375","7.64","","","","","","","","","",""
"fish","124","16","","Common Carp","1","25","18.75","0.3515625","2.90","","","","","","","","","",""
"fish","124","17","","Common Carp","1","26","19.5","0.39546","2.95","","","","","","","","","",""
"fish","124","18","","Common Carp","1","49","36.75","2.6471025","5.20","","","","","","","","","",""
"fish","124","19","","Common Carp","1","40","30","1.44","3.99","","","","","","","","","",""
"fish","124","20","","Atlantic Cod","2","60","37.8","3.0618","6.81","","","","","","","","","",""
"fish","124","21","","Common Carp","1","28","21","0.49392","3.04","","","","","","","","","",""
"fish","124","22","","Common Carp","1","25","18.75","0.3515625","2.90","","","","","","","","","",""
"fish","124","23","","Atlantic Cod","2","88","55.44","9.6598656","13.41","","","","","","","","","",""
"fish","124","24","","Atlantic Herring","1","30","16.5","0.3025","2.98","","","","","","","","","",""
"fish","124","25","","Pacific Sardine","1","21","13.02","0.1695204","2.84","","","","","","","","","",""
"fish","124","26","","Atlantic Herring","1","27","14.85","0.2205225","2.90","","","","","","","","","",""
"fish","124","27","","Atlantic Herring","1","27","14.85","0.2205225","2.90","","","","","","","","","",""
"fish","124","28","","Bluefish","3","55","35.2","2.433828571","11.56","","","","","","","","","",""
"fish","124","29","","Pacific Sardine","1","24","14.88","0.2530450286","2.93","","","","","","","","","",""
"fish","124","30","","Tuna","3","56","40.32","3.2514048","12.38","","","","","","","","","",""
"fish","124","31","","Common Carp","1","48","36","2.48832","5.04","","","","","","","","","",""
"fish","124","32","","Common Carp","1","30","22.5","0.6075","3.16","","","","","","","","","",""
"fish","124","33","","Common Carp","1","50","37.5","2.8125","5.36","","","","","","","","","",""
"fish","124","34","","Atlantic Herring","1","34","18.7","0.4403503704","3.12","","","","","","","","","",""
"fish","124","35","","Pacific Sardine","1","21","13.02","0.1695204","2.84","","","","","","","","","",""
"fish","124","36","","Atlantic Herring","1","27","14.85","0.2205225","2.90","","","","","","","","","",""
"fish","124","37","","Pacific Sardine","1","22","13.64","0.1949091048","2.87","","","","","","","","","",""
"fish","124","38","","Common Carp","1","37","27.75","1.1396925","3.69","","","","","","","","","",""
"fish","124","39","","Common Carp","1","45","33.75","2.0503125","4.60","","","","","","","","","",""
"fish","124","40","","Atlantic Cod","2","50","31.5","1.771875","5.52","","","","","","","","","",""
"fish","124","41","","Atlantic Herring","1","35","19.25","0.4803587963","3.16","","","","","","","","","",""
"fish","124","42","","Pacific Sardine","1","24","14.88","0.2530450286","2.93","","","","","","","","","",""
"fish","124","43","","Atlantic Cod","2","83","52.29","8.105080725","11.86","","","","","","","","","",""
"fish","124","44","","Common Carp","1","51","38.25","2.9846475","5.53","","","","","","","","","",""
"fish","124","45","","Common Carp","1","33","24.75","0.8085825","3.36","","","","","","","","","",""
"fish","124","46","","Pacific Sardine","1","22","13.64","0.1949091048","2.87","","","","","","","","","",""
"fish","124","47","","Atlantic Herring","1","29","15.95","0.2732471296","2.95","","","","","","","","","",""
"fish","124","48","","Tuna","3","92","66.24","14.41685211","23.54","","","","","","","","","",""
"fish","124","49","","Tuna","3","62","44.64","4.412472686","13.54","","","","","","","","","",""
"fish","124","50","","Atlantic Herring","1","29","15.95","0.2732471296","2.95","","","","","","","","","",""
"pond_summary","124","","","","","","","","","284.51","39.02","36","9","5","0","","","",""
"fish","125","1","1","Pacific Sardine","1","19","11.78","0.1255523619","2.80","","","","","","","","","",""
"fish","125","2","2","Atlantic Cod","2","91","57.33","10.68186892","14.43","","","","","","","","","",""
"fish","125","3","3","Common Carp","1","33","24.75","0.8085825","3.36","","","","","","","","","",""
"fish","125","4","4","Atlantic Herring","1","30","16.5","0.3025","2.98","","","","","","","","","",""
"fish","125","5","5","Atlantic Cod","2","46","28.98","1.3797378","5.13","","","","","","","","","",""
"fish","125","6","","Common Carp","1","32","24","0.73728","3.29","","","","","","","","","",""
"fish","125","7","","Common Carp","1","53","39.75","3.3497325","5.90","","","","","","","","","",""
"fish","125","8","","Atlantic Herring","1","29","15.95","0.2732471296","2.95","","","","","","","","","",""
"fish","125","9","","Bluefish","3","37","23.68","0.7409810286","9.87","","","","","","","","","",""
"fish","125","10","","Common Carp","1","34","25.5","0.88434","3.43","","","","","","","","","",""
"fish","125","11","","Atlantic Herring","1","31","17.05","0.333769537","3.01","","","","","","","","","",""
"fish","125","12","","Atlantic Herring","1","31","17.05","0.333769537","3.01","","","","","","","","","",""
"fish","125","13","","Pacific Sardine","1","20","12.4","0.1464380952","2.82","","","","","","","","","",""
"fish","125","14","","Bluefish","3","60","38.4","3.159771429","12.28","","","","","","","","","",""
"fish","125","15","","Atlantic Herring","1","30","16.5","0.3025","2.98","","","","","","","","","",""
"fish","125","16","","Tuna","3","75","54","7.810714286","16.94","","","","","","","","","",""
"fish","125","17","","Atlantic Cod","2","54","34.02","2.2320522","5.98","","","","","","","","","",""
"fish","125","18","","Pacific Sardine","1","25","15.5","0.2860119048","2.96","","","","","","","","","",""
"fish","125","19","","Atlantic Cod","2","50","31.5","1.771875","5.52","","","","","","","","","",""
"fish","125","20","","Lanternfish","4","9","4.5","0.00759375","26.51","","","","","","","","","",""
"fish","125","21","","Pacific Sardine","1","25","15.5","0.2860119048","2.96","","","","","","","","","",""
"fish","125","22","","Bluefish","3","89","56.96","10.31268937","19.44","","","","","","","","","",""
"fish","125","23","","Atlantic Cod","2","53","33.39","2.110331475","5.86","","","","","","","","","",""
"fish","125","24","","Atlantic Cod","2","43","27.09","1.127011725","4.88","","","","","","","","","",""
"fish","125","25","","Common Carp","1","50","37.5","2.8125","5.36","","","","","","","","","",""
"fish","125","26","","Atlantic Herring","1","26","14.3","0.1969162963","2.87","","","","","","","","","",""
"fish","125","27","","Atlantic Herring","1","25","13.75","0.1750578704","2.85","","","","","","","","","",""
"fish","125","28","","Atlantic Cod","2","69","43.47","4.656615075","8.41","","","","","","","","","",""
"fish","125","29","","Common Carp","1","44","33","1.91664","4.47","","","","","","","","","",""
"fish","125","30","","Atlantic Cod","2","92","57.96","11.0379024","14.79","","","","","","","","","",""
"fish","125","31","","Tuna","3","104","74.88","20.82605349","29.95","","","","","","","","","",""
"fish","125","32","","Atlantic Herring","1","29","15.95","0.2732471296","2.95","","","","","","","","","",""
"fish","125","33","","Atlantic Herring","1","25","13.75","0.1750578704","2.85","","","","","","","","","",""
"fish","125","34","","Atlantic Herring","1","31","17.05","0.333769537","3.01","","","","","","","","","",""
"fish","125","35","","Atlantic Cod","2","81","51.03","7.533176175","11.28","","","","","","","","","",""
"fish","125","36","","Atlantic Cod","2","70","44.1","4.862025","8.61","","","","","","","","","",""
"fish","125","37","","Common Carp","1","30","22.5","0.6075","3.16","","","","","","","","","",""
"fish","125","38","","Atlantic Herring","1","31","17.05","0.333769537","3.01","","","","","","","","","",""
"fish","125","39","","Common Carp","1","39","29.25","1.3346775","3.88","","","","","","","","","",""
"fish","125","40","","Pacific Sardine","1","21","13.02","0.1695204","2.84","","","","","","","","","",""
"fish","125","41","","Common Carp","1","26","19.5","0.39546","2.95","","","","","","","","","",""
"fish","125","42","","Atlantic Cod","2","41","25.83","0.976955175","4.73","","","","","","","","","",""
"fish","125","43","","Atlantic Cod","2","82","51.66","7.8156414","11.57","","","","","","","","","",""
"fish","125","44","","Bluefish","3","46","29.44","1.423886629","10.55","","","","","","","","","",""
"fish","125","45","","Common Carp","1","35","26.25","0.9646875","3.51","","","","","","","","","",""
"fish","125","46","","Common Carp","1","40","30","1.44","3.99","","","","","","","","","",""
"fish","125","47","","Pacific Sardine","1","22","13.64","0.1949091048","2.87","","","","","","","","","",""
"fish","125","48","","Lanternfish","4","11","5.5","0.01386458333","26.51","","","","","","","","","",""
"fish","125","49","","Bluefish","3","37","23.68","0.7409810286","9.87","","","","","","","","","",""
"fish","125","50","","Atlantic Herring","1","29","15.95","0.2732471296","2.95","","","","","","","","","",""
"pond_summary","125","","","","","","","","","359.08","28.70","29","12","7","2","","","",""
"fish","126","1","1","Common Carp","1","41","30.75","1.5507225","4.10","","","","","","","","","",""
"fish","126","2","2","Pacific Sardine","1","23","14.26","0.2227140381","2.90","","","","","","","","","",""
"fish","126","3","3","Common Carp","1","38","28.5","1.23462","3.78","","","","","","","","","",""
"fish","126","4","4","Atlantic Cod","2","67","42.21","4.263315525","8.01","","","","","","","","","",""
"fish","126","5","5","Atlantic Herring","1","35","19.25","0.4803587963","3.16","","","","","","","","","",""
"fish","126","6","","Atlantic Herring","1","30","16.5","0.3025","2.98","","","","","","","","","",""
"fish","126","7","","Pacific Sardine","1","22","13.64","0.1949091048","2.87","","","","","","","","","",""
"fish","126","8","","Tuna","3","47","33.84","1.922208686","11.05","","","","","","","","","",""
"fish","126","9","","Pacific Sardine","1","18","11.16","0.1067533714","2.78","","","","","","","","","",""
"fish","126","10","","Atlantic Cod","2","55","34.65","2.358365625","6.11","","","","","","","","","",""
"fish","126","11","","Pacific Sardine","1","18","11.16","0.1067533714","2.78","","","","","","","","","",""
"fish","126","12","","Common Carp","1","41","30.75","1.5507225","4.10","","","","","","","","","",""
"fish","126","13","","Bluefish","3","69","44.16","4.805617371","13.93","","","","","","","","","",""
"fish","126","14","","Atlantic Cod","2","80","50.4","7.2576","11.01","","","","","","","","","",""
"fish","126","15","","Common Carp","1","43","32.25","1.7889075","4.34","","","","","","","","","",""
"fish","126","16","","Atlantic Cod","2","95","59.85","12.15329063","15.90","","","","","","","","","",""
"fish","126","17","","Pacific Sardine","1","25","15.5","0.2860119048","2.96","","","","","","","","","",""
"fish","126","18","","Atlantic Cod","2","62","39.06","3.3782994","7.13","","","","","","","","","",""
"fish","126","19","","Atlantic Cod","2","65","40.95","3.892809375","7.64","","","","","","","","","",""
"fish","126","20","","Atlantic Herring","1","28","15.4","0.2459437037","2.92","","","","","","","","","",""
"fish","126","21","","Pacific Sardine","1","22","13.64","0.1949091048","2.87","","","","","","","","","",""
"fish","126","22","","Pacific Sardine","1","22","13.64","0.1949091048","2.87","","","","","","","","","",""
"fish","126","23","","Common Carp","1","39","29.25","1.3346775","3.88","","","","","","","","","",""
"fish","126","24","","Tuna","3","107","77.04","22.68079611","31.81","","","","","","","","","",""
"fish","126","25","","Atlantic Cod","2","57","35.91","2.625110775","6.38","","","","","","","","","",""
"fish","126","26","","Atlantic Herring","1","32","17.6","0.367122963","3.04","","","","","","","","","",""
"fish","126","27","","Atlantic Herring","1","35","19.25","0.4803587963","3.16","","","","","","","","","",""
"fish","126","28","","Pacific Sardine","1","19","11.78","0.1255523619","2.80","","","","","","","","","",""
"fish","126","29","","Bluefish","3","70","44.8","5.0176","14.14","","","","","","","","","",""
"fish","126","30","","Common Carp","1","36","27","1.04976","3.60","","","","","","","","","",""
"fish","126","31","","Atlantic Herring","1","35","19.25","0.4803587963","3.16","","","","","","","","","",""
"fish","126","32","","Atlantic Cod","2","41","25.83","0.976955175","4.73","","","","","","","","","",""
"fish","126","33","","Atlantic Cod","2","92","57.96","11.0379024","14.79","","","","","","","","","",""
"fish","126","34","","Atlantic Cod","2","58","36.54","2.7657126","6.52","","","","","","","","","",""
"fish","126","35","","Atlantic Cod","2","48","30.24","1.5676416","5.32","","","","","","","","","",""
"fish","126","36","","Atlantic Cod","2","77","48.51","6.471355275","10.22","","","","","","","","","",""
"fish","126","37","","Pacific Sardine","1","19","11.78","0.1255523619","2.80","","","","","","","","","",""
"fish","126","38","","Atlantic Herring","1","30","16.5","0.3025","2.98","","","","","","","","","",""
"fish","126","39","","Pacific Sardine","1","24","14.88","0.2530450286","2.93","","","","","","","","","",""
"fish","126","40","","Atlantic Herring","1","31","17.05","0.333769537","3.01","","","","","","","","","",""
"fish","126","41","","Common Carp","1","45","33.75","2.0503125","4.60","","","","","","","","","",""
"fish","126","42","","Pacific Sardine","1","24","14.88","0.2530450286","2.93","","","","","","","","","",""
"fish","126","43","","Pacific Sardine","1","18","11.16","0.1067533714","2.78","","","","","","","","","",""
"fish","126","44","","Atlantic Herring","1","30","16.5","0.3025","2.98","","","","","","","","","",""
