record_type,run,pond_position,caught_order,species,rarity,length_cm,girth_cm,weight_kg,price,pond_total_value,caught_total_value,rarity_1_count,rarity_2_count,rarity_3_count,rarity_4_count,pond_value_min,pond_value_average,pond_value_max,seed
"fish","194","10","","Common Carp","1","45","33.75","2.0503125","2.30","","","","","","","","","",""
"fish","194","11","","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"fish","194","12","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","194","13","","Atlantic Herring","1","27","14.85","0.2205225","0.60","","","","","","","","","",""
"fish","194","14","","Common Carp","1","40","30","1.44","1.69","","","","","","","","","",""
"fish","194","15","","Common Carp","1","25","18.75","0.3515625","0.60","","","","","","","","","",""
"fish","194","16","","Atlantic Herring","1","35","19.25","0.4803587963","0.86","","","","","","","","","",""
"fish","194","17","","Atlantic Herring","1","35","19.25","0.4803587963","0.86","","","","","","","","","",""
"fish","194","18","","Atlantic Cod","2","40","25.2","0.9072","1.66","","","","","","","","","",""
"fish","194","19","","Common Carp","1","39","29.25","1.3346775","1.58","","","","","","","","","",""
"fish","194","20","","Common Carp","1","40","30","1.44","1.69","","","","","","","","","",""
"fish","194","21","","Common Carp","1","31","23.25","0.6702975","0.92","","","","","","","","","",""
"fish","194","22","","Atlantic Cod","2","85","53.55","8.705221875","9.46","","","","","","","","","",""
"fish","194","23","","Atlantic Herring","1","26","14.3","0.1969162963","0.57","","","","","","","","","",""
"fish","194","24","","Atlantic Cod","2","89","56.07","9.992935575","10.74","","","","","","","","","",""
"fish","194","25","","Atlantic Cod","2","87","54.81","9.334280025","10.08","","","","","","","","","",""
"fish","194","26","","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","194","27","","Common Carp","1","53","39.75","3.3497325","3.60","","","","","","","","","",""
"fish","194","28","","Pacific Sardine","1","21","13.02","0.1695204","0.54","","","","","","","","","",""
"fish","194","29","","Atlantic Cod","2","59","37.17","2.911247325","3.66","","","","","","","","","",""
"fish","194","30","","Common Carp","1","40","30","1.44","1.69","","","","","","","","","",""
"fish","194","31","","Atlantic Cod","2","84","52.92","8.4015792","9.15","","","","","","","","","",""
"fish","194","32","","Atlantic Cod","2","61","38.43","3.217455675","3.97","","","","","","","","","",""
"fish","194","33","","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"fish","194","34","","Atlantic Cod","2","99","62.37","13.75398832","14.50","","","","","","","","","",""
"fish","194","35","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","194","36","","Atlantic Herring","1","27","14.85","0.2205225","0.60","","","","","","","","","",""
"fish","194","37","","Atlantic Cod","2","97","61.11","12.93713977","13.69","","","","","","","","","",""
"fish","194","38","","Atlantic Cod","2","48","30.24","1.5676416","2.32","","","","","","","","","",""
"fish","194","39","","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","194","40","","Common Carp","1","41","30.75","1.5507225","1.80","","","","","","","","","",""
"fish","194","41","","Common Carp","1","52","39","3.16368","3.41","","","","","","","","","",""
"fish","194","42","","Pacific Sardine","1","19","11.78","0.1255523619","0.50","","","","","","","","","",""
"fish","194","43","","Atlantic Cod","2","70","44.1","4.862025","5.61","","","","","","","","","",""
"fish","194","44","","Atlantic Herring","1","30","16.5","0.3025","0.68","","","","","","","","","",""
"fish","194","45","","Atlantic Herring","1","35","19.25","0.4803587963","0.86","","","","","","","","","",""
"fish","194","46","","Pacific Sardine","1","22","13.64","0.1949091048","0.57","","","","","","","","","",""
"fish","194","47","","Atlantic Cod","2","80","50.4","7.2576","8.01","","","","","","","","","",""
"fish","194","48","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","194","49","","Atlantic Cod","2","96","60.48","12.5411328","13.29","","","","","","","","","",""
"fish","194","50","","Atlantic Cod","2","84","52.92","8.4015792","9.15","","","","","","","","","",""
"pond_summary","194","","","","","","","","","158.30","9.65","35","15","0","0","","","",""
"fish","195","1","1","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","195","2","2","Atlantic Herring","1","34","18.7","0.4403503704","0.82","","","","","","","","","",""
"fish","195","3","3","Common Carp","1","46","34.5","2.19006","2.44","","","","","","","","","",""
"fish","195","4","4","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","195","5","5","Bluefish","3","65","41.6","4.017371429","5.14","","","","","","","","","",""
"fish","195","6","","Atlantic Herring","1","27","14.85","0.2205225","0.60","","","","","","","","","",""
"fish","195","7","","Pacific Sardine","1","21","13.02","0.1695204","0.54","","","","","","","","","",""
"fish","195","8","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","195","9","","Atlantic Cod","2","43","27.09","1.127011725","1.88","","","","","","","","","",""
"fish","195","10","","Lanternfish","4","5","2.5","0.001302083333","1.50","","","","","","","","","",""
"fish","195","11","","Common Carp","1","46","34.5","2.19006","2.44","","","","","","","","","",""
"fish","195","12","","Atlantic Cod","2","35","22.05","0.607753125","1.36","","","","","","","","","",""
"fish","195","13","","Atlantic Herring","1","30","16.5","0.3025","0.68","","","","","","","","","",""
"fish","195","14","","Atlantic Cod","2","98","61.74","13.3413966","14.09","","","","","","","","","",""
"fish","195","15","","Atlantic Herring","1","28","15.4","0.2459437037","0.62","","","","","","","","","",""
"fish","195","16","","Atlantic Cod","2","71","44.73","5.073388425","5.82","","","","","","","","","",""
"fish","195","17","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","195","18","","Atlantic Herring","1","26","14.3","0.1969162963","0.57","","","","","","","","","",""
"fish","195","19","","Atlantic Herring","1","35","19.25","0.4803587963","0.86","","","","","","","","","",""
"fish","195","20","","Atlantic Cod","2","75","47.25","5.980078125","6.73","","","","","","","","","",""
"fish","195","21","","Atlantic Herring","1","27","14.85","0.2205225","0.60","","","","","","","","","",""
"fish","195","22","","Atlantic Cod","2","90","56.7","10.333575","11.08","","","","","","","","","",""
"fish","195","23","","Atlantic Herring","1","35","19.25","0.4803587963","0.86","","","","","","","","","",""
"fish","195","24","","Atlantic Herring","1","29","15.95","0.2732471296","0.65","","","","","","","","","",""
"fish","195","25","","Atlantic Cod","2","47","29.61","1.471691025","2.22","","","","","","","","","",""
"fish","195","26","","Atlantic Herring","1","29","15.95","0.2732471296","0.65","","","","","","","","","",""
"fish","195","27","","Common Carp","1","50","37.5","2.8125","3.06","","","","","","","","","",""
"fish","195","28","","Atlantic Cod","2","66","41.58","4.0752558","4.83","","","","","","","","","",""
"fish","195","29","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","195","30","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","195","31","","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","195","32","","Atlantic Herring","1","28","15.4","0.2459437037","0.62","","","","","","","","","",""
"fish","195","33","","Common Carp","1","40","30","1.44","1.69","","","","","","","","","",""
"fish","195","34","","Tuna","3","75","54","7.810714286","8.94","","","","","","","","","",""
"fish","195","35","","Common Carp","1","28","21","0.49392","0.74","","","","","","","","","",""
"fish","195","36","","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","195","37","","Pacific Sardine","1","22","13.64","0.1949091048","0.57","","","","","","","","","",""
"fish","195","38","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","195","39","","Atlantic Cod","2","77","48.51","6.471355275","7.22","","","","","","","","","",""
"fish","195","40","","Atlantic Herring","1","26","14.3","0.1969162963","0.57","","","","","","","","","",""
"fish","195","41","","Common Carp","1","46","34.5","2.19006","2.44","","","","","","","","","",""
"fish","195","42","","Bluefish","3","56","35.84","2.5690112","3.69","","","","","","","","","",""
"fish","195","43","","Atlantic Cod","2","90","56.7","10.333575","11.08","","","","","","","","","",""
"fish","195","44","","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","195","45","","Atlantic Herring","1","25","13.75","0.1750578704","0.55","","","","","","","","","",""
"fish","195","46","","Common Carp","1","52","39","3.16368","3.41","","","","","","","","","",""
"fish","195","47","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","195","48","","Pacific Sardine","1","19","11.78","0.1255523619","0.50","","","","","","","","","",""
"fish","195","49","","Atlantic Herring","1","26","14.3","0.1969162963","0.57","","","","","","","","","",""
"fish","195","50","","Common Carp","1","33","24.75","0.8085825","1.06","","","","","","","","","",""
"pond_summary","195","","","","","","","","","120.60","9.60","36","10","3","1","","","",""
"fish","196","1","1","Atlantic Herring","1","28","15.4","0.2459437037","0.62","","","","","","","","","",""
"fish","196","2","2","Atlantic Herring","1","28","15.4","0.2459437037","0.62","","","","","","","","","",""
"fish","196","3","3","Atlantic Cod","2","71","44.73","5.073388425","5.82","","","","","","","","","",""
"fish","196","4","4","Atlantic Cod","2","88","55.44","9.6598656","10.41","","","","","","","","","",""
"fish","196","5","5","Pacific Sardine","1","19","11.78","0.1255523619","0.50","","","","","","","","","",""
"fish","196","6","","Bluefish","3","89","56.96","10.31268937","11.44","","","","","","","","","",""
"fish","196","7","","Atlantic Cod","2","53","33.39","2.110331475","2.86","","","","","","","","","",""
"fish","196","8","","Common Carp","1","44","33","1.91664","2.17","","","","","","","","","",""
"fish","196","9","","Atlantic Herring","1","30","16.5","0.3025","0.68","","","","","","","","","",""
"fish","196","10","","Pacific Sardine","1","21","13.02","0.1695204","0.54","","","","","","","","","",""
"fish","196","11","","Common Carp","1","31","23.25","0.6702975","0.92","","","","","","","","","",""
"fish","196","12","","Atlantic Cod","2","37","23.31","0.718006275","1.47","","","","","","","","","",""
"fish","196","13","","Atlantic Herring","1","30","16.5","0.3025","0.68","","","","","","","","","",""
"fish","196","14","","Common Carp","1","32","24","0.73728","0.99","","","","","","","","","",""
"fish","196","15","","Atlantic Herring","1","26","14.3","0.1969162963","0.57","","","","","","","","","",""
"fish","196","16","","Common Carp","1","38","28.5","1.23462","1.48","","","","","","","","","",""
"fish","196","17","","Common Carp","1","50","37.5","2.8125","3.06","","","","","","","","","",""
"fish","196","18","","Common Carp","1","33","24.75","0.8085825","1.06","","","","","","","","","",""
"fish","196","19","","Atlantic Herring","1","26","14.3","0.1969162963","0.57","","","","","","","","","",""
"fish","196","20","","Atlantic Cod","2","93","58.59","11.40176048","12.15","","","","","","","","","",""
"fish","196","21","","Atlantic Herring","1","26","14.3","0.1969162963","0.57","","","","","","","","","",""
"fish","196","22","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","196","23","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","196","24","","Atlantic Herring","1","29","15.95","0.2732471296","0.65","","","","","","","","","",""
"fish","196","25","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","196","26","","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","196","27","","Atlantic Herring","1","34","18.7","0.4403503704","0.82","","","","","","","","","",""
"fish","196","28","","Tuna","3","84","60.48","10.9734912","12.10","","","","","","","","","",""
"fish","196","29","","Atlantic Herring","1","32","17.6","0.367122963","0.74","","","","","","","","","",""
"fish","196","30","","Tuna","3","43","30.96","1.472015314","2.60","","","","","","","","","",""
"fish","196","31","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","196","32","","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"fish","196","33","","Tuna","3","114","82.08","27.42972891","28.55","","","","","","","","","",""
"fish","196","34","","Common Carp","1","44","33","1.91664","2.17","","","","","","","","","",""
"fish","196","35","","Atlantic Herring","1","28","15.4","0.2459437037","0.62","","","","","","","","","",""
"fish","196","36","","Atlantic Cod","2","79","49.77","6.988827825","7.74","","","","","","","","","",""
"fish","196","37","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","196","38","","Atlantic Cod","2","70","44.1","4.862025","5.61","","","","","","","","","",""
"fish","196","39","","Atlantic Herring","1","29","15.95","0.2732471296","0.65","","","","","","","","","",""
"fish","196","40","","Atlantic Cod","2","51","32.13","1.880327925","2.63","","","","","","","","","",""
"fish","196","41","","Atlantic Cod","2","95","59.85","12.15329063","12.90","","","","","","","","","",""
"fish","196","42","","Atlantic Herring","1","34","18.7","0.4403503704","0.82","","","","","","","","","",""
"fish","196","43","","Atlantic Herring","1","28","15.4","0.2459437037","0.62","","","","","","","","","",""
"fish","196","44","","Atlantic Cod","2","72","45.36","5.2907904","6.04","","","","","","","","","",""
"fish","196","45","","Atlantic Herring","1","35","19.25","0.4803587963","0.86","","","","","","","","","",""
"fish","196","46","","Atlantic Cod","2","61","38.43","3.217455675","3.97","","","","","","","","","",""
"fish","196","47","","Pacific Sardine","1","22","13.64","0.1949091048","0.57","","","","","","","","","",""
"fish","196","48","","Common Carp","1","35","26.25","0.9646875","1.21","","","","","","","","","",""
"fish","196","49","","Atlantic Cod","2","46","28.98","1.3797378","2.13","","","","","","","","","",""
"fish","196","50","","Atlantic Cod","2","64","40.32","3.7158912","4.47","","","","","","","","","",""
"pond_summary","196","","","","","","","","","162.12","17.97","33","13","4","0","","","",""
"fish","197","1","1","Atlantic Cod","2","35","22.05","0.607753125","1.36","","","","","","","","","",""
"fish","197","2","2","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","197","3","3","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","197","4","4","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","197","5","5","Common Carp","1","39","29.25","1.3346775","1.58","","","","","","","","","",""
"fish","197","6","","Atlantic Herring","1","25","13.75","0.1750578704","0.55","","","","","","","","","",""
"fish","197","7","","Atlantic Herring","1","34","18.7","0.4403503704","0.82","","","","","","","","","",""
"fish","197","8","","Common Carp","1","47","35.25","2.3360175","2.59","","","","","","","","","",""
"fish","197","9","","Tuna","3","73","52.56","7.202371886","8.33","","","","","","","","","",""
"fish","197","10","","Atlantic Herring","1","29","15.95","0.2732471296","0.65","","","","","","","","","",""
"fish","197","11","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","197","12","","Atlantic Cod","2","72","45.36","5.2907904","6.04","","","","","","","","","",""
"fish","197","13","","Tuna","3","79","56.88","9.128264914","10.25","","","","","","","","","",""
"fish","197","14","","Atlantic Cod","2","79","49.77","6.988827825","7.74","","","","","","","","","",""
"fish","197","15","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","197","16","","Atlantic Herring","1","34","18.7","0.4403503704","0.82","","","","","","","","","",""
"fish","197","17","","Common Carp","1","29","21.75","0.5487525","0.80","","","","","","","","","",""
"fish","197","18","","Atlantic Cod","2","41","25.83","0.976955175","1.73","","","","","","","","","",""
"fish","197","19","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","197","20","","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","197","21","","Atlantic Herring","1","35","19.25","0.4803587963","0.86","","","","","","","","","",""
"fish","197","22","","Atlantic Cod","2","38","23.94","0.7778106","1.53","","","","","","","","","",""
"fish","197","23","","Common Carp","1","50","37.5","2.8125","3.06","","","","","","","","","",""
"fish","197","24","","Atlantic Cod","2","81","51.03","7.533176175","8.28","","","","","","","","","",""
"fish","197","25","","Lanternfish","4","13","6.5","0.02288541667","1.52","","","","","","","","","",""
"fish","197","26","","Tuna","3","101","72.72","19.07528709","20.20","","","","","","","","","",""
"fish","197","27","","Common Carp","1","55","41.25","3.7434375","3.99","","","","","","","","","",""
"fish","197","28","","Atlantic Cod","2","94","59.22","11.7735282","12.52","","","","","","","","","",""
"fish","197","29","","Common Carp","1","45","33.75","2.0503125","2.30","","","","","","","","","",""
"fish","197","30","","Common Carp","1","28","21","0.49392","0.74","","","","","","","","","",""
"fish","197","31","","Common Carp","1","46","34.5","2.19006","2.44","","","","","","","","","",""
"fish","197","32","","Atlantic Cod","2","72","45.36","5.2907904","6.04","","","","","","","","","",""
"fish","197","33","","Common Carp","1","46","34.5","2.19006","2.44","","","","","","","","","",""
"fish","197","34","","Atlantic Cod","2","47","29.61","1.471691025","2.22","","","","","","","","","",""
"fish","197","35","","Common Carp","1","31","23.25","0.6702975","0.92","","","","","","","","","",""
"fish","197","36","","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"fish","197","37","","Tuna","3","82","59.04","10.20818469","11.33","","","","","","","","","",""
"fish","197","38","","Atlantic Herring","1","34","18.7","0.4403503704","0.82","","","","","","","","","",""
"fish","197","39","","Atlantic Cod","2","86","54.18","9.0160938","9.77","","","","","","","","","",""
"fish","197","40","","Bluefish","3","82","52.48","8.065726171","9.19","","","","","","","","","",""
"fish","197","41","","Atlantic Cod","2","37","23.31","0.718006275","1.47","","","","","","","","","",""
"fish","197","42","","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","197","43","","Atlantic Cod","2","75","47.25","5.980078125","6.73","","","","","","","","","",""
"fish","197","44","","Common Carp","1","52","39","3.16368","3.41","","","","","","","","","",""
"fish","197","45","","Common Carp","1","39","29.25","1.3346775","1.58","","","","","","","","","",""
"fish","197","46","","Atlantic Herring","1","28","15.4","0.2459437037","0.62","","","","","","","","","",""
"fish","197","47","","Common Carp","1","38","28.5","1.23462","1.48","","","","","","","","","",""
"fish","197","48","","Atlantic Herring","1","25","13.75","0.1750578704","0.55","","","","","","","","","",""
"fish","197","49","","Common Carp","1","51","38.25","2.9846475","3.23","","","","","","","","","",""
"fish","197","50","","Atlantic Herring","1","34","18.7","0.4403503704","0.82","","","","","","","","","",""
"pond_summary","197","","","","","","","","","168.82","4.83","32","12","5","1","","","",""
"fish","198","1","1","Atlantic Cod","2","41","25.83","0.976955175","1.73","","","","","","","","","",""
"fish","198","2","2","Common Carp","1","31","23.25","0.6702975","0.92","","","","","","","","","",""
"fish","198","3","3","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","198","4","4","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","198","5","5","Atlantic Cod","2","88","55.44","9.6598656","10.41","","","","","","","","","",""
"fish","198","6","","Common Carp","1","49","36.75","2.6471025","2.90","","","","","","","","","",""
"fish","198","7","","Common Carp","1","28","21","0.49392","0.74","","","","","","","","","",""
"fish","198","8","","Tuna","3","69","49.68","6.082109486","7.21","","","","","","","","","",""
"fish","198","9","","Atlantic Herring","1","30","16.5","0.3025","0.68","","","","","","","","","",""
"fish","198","10","","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"fish","198","11","","Atlantic Cod","2","43","27.09","1.127011725","1.88","","","","","","","","","",""
"fish","198","12","","Atlantic Cod","2","80","50.4","7.2576","8.01","","","","","","","","","",""
"fish","198","13","","Common Carp","1","44","33","1.91664","2.17","","","","","","","","","",""
"fish","198","14","","Atlantic Herring","1","26","14.3","0.1969162963","0.57","","","","","","","","","",""
"fish","198","15","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","198","16","","Atlantic Herring","1","29","15.95","0.2732471296","0.65","","","","","","","","","",""
"fish","198","17","","Atlantic Herring","1","26","14.3","0.1969162963","0.57","","","","","","","","","",""
"fish","198","18","","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","198","19","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","198","20","","Bluefish","3","57","36.48","2.709109029","3.83","","","","","","","","","",""
"fish","198","21","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","198","22","","Atlantic Herring","1","27","14.85","0.2205225","0.60","","","","","","","","","",""
"fish","198","23","","Common Carp","1","44","33","1.91664","2.17","","","","","","","","","",""
"fish","198","24","","Common Carp","1","28","21","0.49392","0.74","","","","","","","","","",""
"fish","198","25","","Tuna","3","104","74.88","20.82605349","21.95","","","","","","","","","",""
"fish","198","26","","Common Carp","1","32","24","0.73728","0.99","","","","","","","","","",""
"fish","198","27","","Atlantic Cod","2","72","45.36","5.2907904","6.04","","","","","","","","","",""
"fish","198","28","","Atlantic Herring","1","28","15.4","0.2459437037","0.62","","","","","","","","","",""
"fish","198","29","","Atlantic Cod","2","82","51.66","7.8156414","8.57","","","","","","","","","",""
"fish","198","30","","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","198","31","","Common Carp","1","55","41.25","3.7434375","3.99","","","","","","","","","",""
"fish","198","32","","Common Carp","1","33","24.75","0.8085825","1.06","","","","","","","","","",""
"fish","198","33","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","198","34","","Atlantic Cod","2","36","22.68","0.6613488","1.41","","","","","","","","","",""
"fish","198","35","","Atlantic Cod","2","49","30.87","1.667674575","2.42","","","","","","","","","",""
"fish","198","36","","Pacific Sardine","1","21","13.02","0.1695204","0.54","","","","","","","","","",""
"fish","198","37","","Pacific Sardine","1","22","13.64","0.1949091048","0.57","","","","","","","","","",""
"fish","198","38","","Common Carp","1","26","19.5","0.39546","0.65","","","","","","","","","",""
"fish","198","39","","Atlantic Herring","1","29","15.95","0.2732471296","0.65","","","","","","","","","",""
"fish","198","40","","Common Carp","1","37","27.75","1.1396925","1.39","","","","","","","","","",""
"fish","198","41","","Common Carp","1","41","30.75","1.5507225","1.80","","","","","","","","","",""
"fish","198","42","","Atlantic Cod","2","83","52.29","8.105080725","8.86","","","","","","","","","",""
"fish","198","43","","Common Carp","1","51","38.25","2.9846475","3.23","","","","","","","","","",""
"fish","198","44","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","198","45","","Common Carp","1","32","24","0.73728","0.99","","","","","","","","","",""
"fish","198","46","","Tuna","3","96","69.12","16.38025509","17.51","","","","","","","","","",""
"fish","198","47","","Atlantic Herring","1","28","15.4","0.2459437037","0.62","","","","","","","","","",""
"fish","198","48","","Atlantic Cod","2","43","27.09","1.127011725","1.88","","","","","","","","","",""
"fish","198","49","","Atlantic Cod","2","55","34.65","2.358365625","3.11","","","","","","","","","",""
"fish","198","50","","Atlantic Cod","2","39","24.57","0.840846825","1.59","","","","","","","","","",""
"pond_summary","198","","","","","","","","","142.33","14.17","34","12","4","0","","","",""
"fish","199","1","1","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","199","2","2","Atlantic Cod","2","40","25.2","0.9072","1.66","","","","","","","","","",""
"fish","199","3","3","Atlantic Herring","1","35","19.25","0.4803587963","0.86","","","","","","","","","",""
"fish","199","4","4","Atlantic Herring","1","29","15.95","0.2732471296","0.65","","","","","","","","","",""
"fish","199","5","5","Atlantic Herring","1","30","16.5","0.3025","0.68","","","","","","","","","",""
"fish","199","6","","Common Carp","1","34","25.5","0.88434","1.13","","","","","","","","","",""
"fish","199","7","","Atlantic Cod","2","54","34.02","2.2320522","2.98","","","","","","","","","",""
"fish","199","8","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","199","9","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","199","10","","Common Carp","1","35","26.25","0.9646875","1.21","","","","","","","","","",""
"fish","199","11","","Common Carp","1","37","27.75","1.1396925","1.39","","","","","","","","","",""
"fish","199","12","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","199","13","","Common Carp","1","49","36.75","2.6471025","2.90","","","","","","","","","",""
"fish","199","14","","Pacific Sardine","1","22","13.64","0.1949091048","0.57","","","","","","","","","",""
"fish","199","15","","Atlantic Cod","2","75","47.25","5.980078125","6.73","","","","","","","","","",""
"fish","199","16","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","199","17","","Bluefish","3","43","27.52","1.163073829","2.29","","","","","","","","","",""
"fish","199","18","","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"fish","199","19","","Atlantic Cod","2","97","61.11","12.93713977","13.69","","","","","","","","","",""
"fish","199","20","","Atlantic Cod","2","99","62.37","13.75398832","14.50","","","","","","","","","",""
"fish","199","21","","Common Carp","1","46","34.5","2.19006","2.44","","","","","","","","","",""
"fish","199","22","","Tuna","3","109","78.48","23.97653691","25.10","","","","","","","","","",""
"fish","199","23","","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","199","24","","Atlantic Herring","1","30","16.5","0.3025","0.68","","","","","","","","","",""
"fish","199","25","","Common Carp","1","36","27","1.04976","1.30","","","","","","","","","",""
"fish","199","26","","Common Carp","1","50","37.5","2.8125","3.06","","","","","","","","","",""
"fish","199","27","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","199","28","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","199","29","","Atlantic Cod","2","68","42.84","4.4570736","5.21","","","","","","","","","",""
"fish","199","30","","Atlantic Cod","2","79","49.77","6.988827825","7.74","","","","","","","","","",""
"fish","199","31","","Bluefish","3","59","37.76","3.004401371","4.13","","","","","","","","","",""
"fish","199","32","","Common Carp","1","36","27","1.04976","1.30","","","","","","","","","",""
"fish","199","33","","Atlantic Cod","2","75","47.25","5.980078125","6.73","","","","","","","","","",""
"fish","199","34","","Atlantic Cod","2","70","44.1","4.862025","5.61","","","","","","","","","",""
"fish","199","35","","Common Carp","1","43","32.25","1.7889075","2.04","","","","","","","","","",""
"fish","199","36","","Atlantic Herring","1","29","15.95","0.2732471296","0.65","","","","","","","","","",""
"fish","199","37","","Atlantic Cod","2","51","32.13","1.880327925","2.63","","","","","","","","","",""
"fish","199","38","","Atlantic Herring","1","29","15.95","0.2732471296","0.65","","","","","","","","","",""
"fish","199","39","","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","199","40","","Tuna","3","51","36.72","2.455938514","3.58","","","","","","","","","",""
"fish","199","41","","Atlantic Cod","2","44","27.72","1.2074832","1.96","","","","","","","","","",""
"fish","199","42","","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"fish","199","43","","Atlantic Cod","2","94","59.22","11.7735282","12.52","","","","","","","","","",""
"fish","199","44","","Bluefish","3","45","28.8","1.333028571","2.46","","","","","","","","","",""
"fish","199","45","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","199","46","","Common Carp","1","29","21.75","0.5487525","0.80","","","","","","","","","",""
"fish","199","47","","Tuna","3","99","71.28","17.96439291","19.09","","","","","","","","","",""
"fish","199","48","","Atlantic Cod","2","49","30.87","1.667674575","2.42","","","","","","","","","",""
"fish","199","49","","Atlantic Cod","2","69","43.47","4.656615075","5.41","","","","","","","","","",""
"fish","199","50","","Pacific Sardine","1","22","13.64","0.1949091048","0.57","","","","","","","","","",""
"pond_summary","199","","","","","","","","","176.99","4.51","30","14","6","0","","","",""
"fish","200","1","1","Atlantic Cod","2","60","37.8","3.0618","3.81","","","","","","","","","",""
"fish","200","2","2","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","200","3","3","Common Carp","1","36","27","1.04976","1.30","","","","","","","","","",""
"fish","200","4","4","Common Carp","1","37","27.75","1.1396925","1.39","","","","","","","","","",""
"fish","200","5","5","Pacific Sardine","1","21","13.02","0.1695204","0.54","","","","","","","","","",""
